id,evidence_quality,evidence_quality_raw,evidence_quality_source,evidence_quality_reason,context_hit,token_confidence
12817,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12818,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12819,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12820,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12821,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12822,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12823,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12824,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12825,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12826,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12827,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12828,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12829,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12830,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12831,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12832,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12833,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12834,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12835,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12836,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12837,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12838,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12839,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12840,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12841,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12842,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12843,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12844,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12845,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12846,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12847,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12848,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12849,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12850,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12851,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12852,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12853,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12854,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12855,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12856,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12857,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12858,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12859,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12860,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12861,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12862,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12863,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12864,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12865,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12866,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12867,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12868,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12869,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12870,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12871,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12872,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12873,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12874,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12875,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12876,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12877,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12878,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12879,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12880,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12881,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12882,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12883,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12884,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12885,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12886,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12887,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12888,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12889,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12890,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12891,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12892,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12893,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12894,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12895,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12896,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12897,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12898,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12899,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12900,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12901,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12902,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12903,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12904,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12905,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12906,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12907,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12908,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12909,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12910,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12911,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12912,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12913,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12914,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12915,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12916,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12917,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12918,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12919,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12920,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12921,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12922,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12923,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12924,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12925,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12926,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12927,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12928,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12929,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12930,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12931,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12932,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12933,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12934,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12935,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12936,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12937,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12938,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12939,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12940,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12941,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12942,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12943,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12944,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12945,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12946,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12947,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12948,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12949,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12950,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12951,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12952,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12953,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12954,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12955,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12956,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12957,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12958,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12959,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12960,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12961,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12962,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12963,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12964,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12965,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12966,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12967,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12968,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12969,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12970,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12971,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12972,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12973,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12974,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12975,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12976,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12977,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12978,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12979,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12980,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12981,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12982,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12983,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12984,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12985,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12986,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12987,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12988,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12989,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12990,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12991,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12992,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12993,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12994,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12995,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12996,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12997,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12998,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12999,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13000,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13001,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13002,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13003,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13004,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13005,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13006,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13007,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13008,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13009,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13010,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13011,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13012,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13013,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13014,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13015,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13016,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13017,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13018,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13019,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13020,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13021,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13022,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13023,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13024,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13025,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13026,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13027,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13028,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13029,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13030,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13031,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13032,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13033,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13034,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13035,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13036,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13037,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13038,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13039,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13040,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13041,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13042,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13043,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13044,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13045,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13046,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13047,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13048,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13049,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13050,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13051,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13052,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13053,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13054,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13055,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13056,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13057,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13058,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13059,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13060,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13061,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13062,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13063,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13064,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13065,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13066,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13067,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13068,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13069,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13070,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13071,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13072,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13073,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13074,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13075,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13076,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13077,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13078,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13079,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13080,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13081,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13082,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13083,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13084,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13085,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13086,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13087,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13088,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13089,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13090,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13091,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13092,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13093,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13094,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13095,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13096,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13097,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13098,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13099,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13100,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13101,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13102,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13103,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13104,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13105,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13106,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13107,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13108,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13109,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13110,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13111,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13112,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13113,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13114,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13115,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13116,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13117,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13118,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13119,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13120,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13121,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13122,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13123,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13124,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13125,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13126,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13127,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13128,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13129,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13130,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13131,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13132,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13133,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13134,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13135,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13136,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13137,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13138,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13139,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13140,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13141,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13142,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13143,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13144,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13145,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13146,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13147,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13148,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13149,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13150,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13151,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13152,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13153,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13154,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13155,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13156,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13157,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13158,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13159,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13160,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13161,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13162,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13163,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13164,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13165,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13166,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13167,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13168,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13169,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13170,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13171,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13172,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13173,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13174,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13175,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13176,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13177,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13178,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13179,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13180,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13181,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13182,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13183,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13184,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13185,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13186,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13187,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13188,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13189,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13190,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13191,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13192,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13193,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13194,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13195,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13196,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13197,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13198,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13199,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13200,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13201,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13202,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13203,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13204,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13205,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13206,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13207,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13208,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13209,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13210,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13211,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13212,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13213,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13214,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13215,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13216,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13217,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13218,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13219,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13220,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13221,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13222,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13223,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13224,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
